Product Name,Order Date,Sales
Leather Wallet,2022-01-14,49.65
Leather Wallet,2022-01-14,48.75
Leather Wallet,2022-01-14,48.35
Leather Wallet,2022-01-14,47.89
Leather Wallet,2022-01-14,50.02
Leather Wallet,2022-01-14,47.58
Leather Wallet,2022-01-14,49.38
Leather Wallet,2022-01-14,51.97
Leather Wallet,2022-01-14,49.35
Leather Wallet,2022-01-14,49.72
Leather Wallet,2022-01-14,48.43
Leather Wallet,2022-01-14,51.54
Leather Wallet,2022-01-14,47.57
Leather Wallet,2022-01-14,48.59
Leather Wallet,2022-01-14,51.41
Leather Wallet,2022-01-14,52.26
Leather Wallet,2022-01-14,49.29
Leather Wallet,2022-01-14,49.11
Leather Wallet,2022-01-14,52.39
Leather Wallet,2022-01-14,51.59
Leather Wallet,2022-01-14,48.65
Leather Wallet,2022-01-14,49.94
Leather Wallet,2022-01-14,47.99
Leather Wallet,2022-01-14,49.49
Leather Wallet,2022-01-14,48.37
Leather Wallet,2022-01-14,48.59
Leather Wallet,2022-01-14,49.48
Leather Wallet,2022-01-14,48.4
Fitness Tracker,2022-01-14,152.27
Fitness Tracker,2022-01-14,145.52
Fitness Tracker,2022-01-14,152.53
Fitness Tracker,2022-01-14,149.69
Fitness Tracker,2022-01-14,143.28
Winter Coat,2022-01-15,114.47
Winter Coat,2022-01-15,116.5
Winter Coat,2022-01-15,119.76
Winter Coat,2022-01-15,116.21
Winter Coat,2022-01-15,116.59
Winter Coat,2022-01-15,119.07
Winter Coat,2022-01-15,117.98
Leather Wallet,2022-01-15,52.38
Leather Wallet,2022-01-15,48.37
Leather Wallet,2022-01-15,48.7
Leather Wallet,2022-01-15,52.01
Leather Wallet,2022-01-15,50.37
Leather Wallet,2022-01-15,49.4
Leather Wallet,2022-01-15,52.0
Leather Wallet,2022-01-15,47.86
Leather Wallet,2022-01-15,48.38
Leather Wallet,2022-01-15,47.82
Leather Wallet,2022-01-15,51.16
Leather Wallet,2022-01-15,52.14
Leather Wallet,2022-01-15,47.93
Leather Wallet,2022-01-15,49.41
Leather Wallet,2022-01-15,51.67
Leather Wallet,2022-01-15,52.45
Leather Wallet,2022-01-15,49.03
Leather Wallet,2022-01-15,49.38
Leather Wallet,2022-01-15,48.76
Leather Wallet,2022-01-15,48.3
Leather Wallet,2022-01-15,51.55
Leather Wallet,2022-01-15,48.96
Leather Wallet,2022-01-15,50.21
Leather Wallet,2022-01-15,48.74
Leather Wallet,2022-01-15,52.39
Fitness Tracker,2022-01-15,152.26
Fitness Tracker,2022-01-15,142.84
Fitness Tracker,2022-01-15,147.72
Fitness Tracker,2022-01-15,144.51
Fitness Tracker,2022-01-15,143.51
Winter Coat,2022-01-16,123.39
Winter Coat,2022-01-16,116.78
Winter Coat,2022-01-16,124.08
Winter Coat,2022-01-16,125.37
Winter Coat,2022-01-16,123.44
Winter Coat,2022-01-16,123.62
Winter Coat,2022-01-16,119.45
Winter Coat,2022-01-16,120.37
Leather Wallet,2022-01-16,48.14
Leather Wallet,2022-01-16,50.04
Fitness Tracker,2022-01-16,148.43
Fitness Tracker,2022-01-16,156.12
Fitness Tracker,2022-01-16,148.57
Fitness Tracker,2022-01-16,155.73
Winter Coat,2022-01-17,115.13
Winter Coat,2022-01-17,119.41
Winter Coat,2022-01-17,122.39
Winter Coat,2022-01-17,116.91
Winter Coat,2022-01-17,114.29
Winter Coat,2022-01-17,117.12
Winter Coat,2022-01-17,120.55
Winter Coat,2022-01-17,124.43
Winter Coat,2022-01-17,123.88
Winter Coat,2022-01-17,123.97
Winter Coat,2022-01-17,114.88
Winter Coat,2022-01-17,114.63
Winter Coat,2022-01-17,117.86
Winter Coat,2022-01-17,114.18
Winter Coat,2022-01-17,120.98
Winter Coat,2022-01-17,125.87
Winter Coat,2022-01-17,115.59
Leather Wallet,2022-01-17,50.66
Leather Wallet,2022-01-17,48.63
Leather Wallet,2022-01-17,51.03
Leather Wallet,2022-01-17,48.85
Leather Wallet,2022-01-17,51.7
Leather Wallet,2022-01-17,50.39
Leather Wallet,2022-01-17,47.67
Leather Wallet,2022-01-17,51.81
Leather Wallet,2022-01-17,50.4
Leather Wallet,2022-01-17,49.26
Leather Wallet,2022-01-17,50.39
Leather Wallet,2022-01-17,52.12
Leather Wallet,2022-01-17,51.92
Leather Wallet,2022-01-17,50.71
Leather Wallet,2022-01-17,48.39
Leather Wallet,2022-01-17,50.62
Leather Wallet,2022-01-17,48.28
Leather Wallet,2022-01-17,48.47
Leather Wallet,2022-01-17,52.4
Leather Wallet,2022-01-17,51.06
Leather Wallet,2022-01-17,49.77
Leather Wallet,2022-01-17,49.47
Leather Wallet,2022-01-17,51.43
Leather Wallet,2022-01-17,48.33
Leather Wallet,2022-01-17,48.07
Leather Wallet,2022-01-17,48.92
Leather Wallet,2022-01-17,50.27
Leather Wallet,2022-01-17,52.23
Leather Wallet,2022-01-17,50.56
Leather Wallet,2022-01-17,49.54
Leather Wallet,2022-01-17,48.51
Fitness Tracker,2022-01-17,156.38
Winter Coat,2022-01-18,125.54
Winter Coat,2022-01-18,125.77
Winter Coat,2022-01-18,114.91
Winter Coat,2022-01-18,124.53
Winter Coat,2022-01-18,122.65
Winter Coat,2022-01-18,123.16
Leather Wallet,2022-01-18,48.88
Leather Wallet,2022-01-18,49.7
Leather Wallet,2022-01-18,50.79
Leather Wallet,2022-01-18,50.61
Leather Wallet,2022-01-18,51.44
Leather Wallet,2022-01-18,48.24
Leather Wallet,2022-01-18,49.02
Leather Wallet,2022-01-18,50.72
Leather Wallet,2022-01-18,50.29
Leather Wallet,2022-01-18,48.98
Leather Wallet,2022-01-18,51.89
Leather Wallet,2022-01-18,50.04
Leather Wallet,2022-01-18,49.34
Leather Wallet,2022-01-18,51.01
Leather Wallet,2022-01-18,48.31
Leather Wallet,2022-01-18,47.78
Leather Wallet,2022-01-18,49.69
Leather Wallet,2022-01-18,47.69
Leather Wallet,2022-01-18,50.04
Fitness Tracker,2022-01-18,148.34
Fitness Tracker,2022-01-18,146.92
Winter Coat,2022-01-19,120.2
Winter Coat,2022-01-19,123.71
Winter Coat,2022-01-19,115.59
Winter Coat,2022-01-19,117.04
Winter Coat,2022-01-19,114.81
Winter Coat,2022-01-19,125.54
Winter Coat,2022-01-19,117.96
Winter Coat,2022-01-19,116.75
Winter Coat,2022-01-19,115.48
Leather Wallet,2022-01-19,49.18
Leather Wallet,2022-01-19,49.79
Leather Wallet,2022-01-19,51.19
Leather Wallet,2022-01-19,50.84
Leather Wallet,2022-01-19,52.45
Leather Wallet,2022-01-19,51.71
Leather Wallet,2022-01-19,48.69
Leather Wallet,2022-01-19,48.86
Leather Wallet,2022-01-19,47.5
Leather Wallet,2022-01-19,49.56
Leather Wallet,2022-01-19,47.86
Leather Wallet,2022-01-19,50.03
Leather Wallet,2022-01-19,49.54
Leather Wallet,2022-01-19,50.63
Leather Wallet,2022-01-19,52.13
Leather Wallet,2022-01-19,50.26
Leather Wallet,2022-01-19,48.75
Leather Wallet,2022-01-19,49.95
Leather Wallet,2022-01-19,50.85
Leather Wallet,2022-01-19,47.51
Leather Wallet,2022-01-19,52.4
Leather Wallet,2022-01-19,52.14
Leather Wallet,2022-01-19,52.0
Leather Wallet,2022-01-19,49.24
Leather Wallet,2022-01-19,52.31
Fitness Tracker,2022-01-19,154.98
Fitness Tracker,2022-01-19,151.19
Fitness Tracker,2022-01-19,145.34
Winter Coat,2022-01-20,124.9
Winter Coat,2022-01-20,122.45
Winter Coat,2022-01-20,122.57
Winter Coat,2022-01-20,118.1
Winter Coat,2022-01-20,118.22
Winter Coat,2022-01-20,124.97
Winter Coat,2022-01-20,120.14
Winter Coat,2022-01-20,125.74
Winter Coat,2022-01-20,120.84
Winter Coat,2022-01-20,119.46
Winter Coat,2022-01-20,123.05
Winter Coat,2022-01-20,118.38
Winter Coat,2022-01-20,117.55
Winter Coat,2022-01-20,124.83
Winter Coat,2022-01-20,119.92
Winter Coat,2022-01-20,114.54
Winter Coat,2022-01-20,122.74
Winter Coat,2022-01-20,124.2
Winter Coat,2022-01-20,123.2
Winter Coat,2022-01-20,124.09
Leather Wallet,2022-01-20,51.37
Leather Wallet,2022-01-20,50.51
Leather Wallet,2022-01-20,49.73
Leather Wallet,2022-01-20,50.27
Leather Wallet,2022-01-20,48.13
Leather Wallet,2022-01-20,50.62
Leather Wallet,2022-01-20,49.72
Leather Wallet,2022-01-20,47.96
Leather Wallet,2022-01-20,48.36
Leather Wallet,2022-01-20,52.04
Leather Wallet,2022-01-20,50.25
Leather Wallet,2022-01-20,48.67
Leather Wallet,2022-01-20,48.71
Leather Wallet,2022-01-20,49.72
Leather Wallet,2022-01-20,52.05
Leather Wallet,2022-01-20,49.85
Leather Wallet,2022-01-20,48.31
Leather Wallet,2022-01-20,49.38
Leather Wallet,2022-01-20,52.46
Leather Wallet,2022-01-20,52.2
Leather Wallet,2022-01-20,52.48
Leather Wallet,2022-01-20,52.01
Leather Wallet,2022-01-20,50.09
Fitness Tracker,2022-01-20,148.84
Fitness Tracker,2022-01-20,146.59
Fitness Tracker,2022-01-20,146.69
Fitness Tracker,2022-01-20,154.27
Fitness Tracker,2022-01-20,144.85
Fitness Tracker,2022-01-20,149.54
Winter Coat,2022-01-21,119.99
Winter Coat,2022-01-21,114.31
Winter Coat,2022-01-21,115.75
Winter Coat,2022-01-21,121.89
Winter Coat,2022-01-21,114.46
Winter Coat,2022-01-21,116.16
Beach Towel,2022-01-21,25.8
Beach Towel,2022-01-21,24.39
Beach Towel,2022-01-21,24.96
Leather Wallet,2022-01-21,51.72
Leather Wallet,2022-01-21,50.21
Leather Wallet,2022-01-21,52.22
Leather Wallet,2022-01-21,51.14
Leather Wallet,2022-01-21,52.22
Leather Wallet,2022-01-21,50.83
Leather Wallet,2022-01-21,48.85
Leather Wallet,2022-01-21,47.74
Leather Wallet,2022-01-21,49.5
Leather Wallet,2022-01-21,52.38
Leather Wallet,2022-01-21,48.98
Leather Wallet,2022-01-21,49.15
Leather Wallet,2022-01-21,49.6
Leather Wallet,2022-01-21,49.43
Leather Wallet,2022-01-21,48.4
Leather Wallet,2022-01-21,49.48
Leather Wallet,2022-01-21,50.92
Leather Wallet,2022-01-21,51.37
Leather Wallet,2022-01-21,49.44
Leather Wallet,2022-01-21,51.09
Leather Wallet,2022-01-21,48.66
Leather Wallet,2022-01-21,52.44
Leather Wallet,2022-01-21,49.25
Fitness Tracker,2022-01-21,147.5
Fitness Tracker,2022-01-21,156.93
Fitness Tracker,2022-01-21,149.01
Fitness Tracker,2022-01-21,153.47
Fitness Tracker,2022-01-21,150.5
Fitness Tracker,2022-01-21,154.35
Winter Coat,2022-01-22,114.21
Winter Coat,2022-01-22,114.71
Winter Coat,2022-01-22,124.78
Winter Coat,2022-01-22,121.28
Winter Coat,2022-01-22,123.63
Winter Coat,2022-01-22,124.14
Winter Coat,2022-01-22,117.61
Winter Coat,2022-01-22,119.7
Winter Coat,2022-01-22,120.73
Winter Coat,2022-01-22,124.28
Beach Towel,2022-01-22,25.71
Leather Wallet,2022-01-22,49.37
Leather Wallet,2022-01-22,48.98
Leather Wallet,2022-01-22,49.83
Leather Wallet,2022-01-22,48.89
Leather Wallet,2022-01-22,48.5
Leather Wallet,2022-01-22,50.9
Leather Wallet,2022-01-22,47.72
Leather Wallet,2022-01-22,47.57
Leather Wallet,2022-01-22,52.05
Leather Wallet,2022-01-22,48.4
Leather Wallet,2022-01-22,48.13
Leather Wallet,2022-01-22,49.25
Leather Wallet,2022-01-22,49.41
Leather Wallet,2022-01-22,52.22
Fitness Tracker,2022-01-22,146.3
Winter Coat,2022-01-23,118.34
Winter Coat,2022-01-23,116.8
Winter Coat,2022-01-23,121.7
Beach Towel,2022-01-23,24.72
Leather Wallet,2022-01-23,51.36
Leather Wallet,2022-01-23,51.38
Leather Wallet,2022-01-23,51.36
Leather Wallet,2022-01-23,48.85
Leather Wallet,2022-01-23,49.79
Leather Wallet,2022-01-23,48.36
Leather Wallet,2022-01-23,51.8
Leather Wallet,2022-01-23,50.56
Fitness Tracker,2022-01-23,148.5
Fitness Tracker,2022-01-23,153.86
Fitness Tracker,2022-01-23,150.25
Fitness Tracker,2022-01-23,153.31
Fitness Tracker,2022-01-23,146.98
Winter Coat,2022-01-24,125.94
Winter Coat,2022-01-24,120.81
Winter Coat,2022-01-24,120.87
Winter Coat,2022-01-24,118.88
Winter Coat,2022-01-24,116.55
Winter Coat,2022-01-24,123.28
Winter Coat,2022-01-24,124.0
Winter Coat,2022-01-24,114.82
Beach Towel,2022-01-24,24.24
Beach Towel,2022-01-24,24.28
Beach Towel,2022-01-24,23.79
Beach Towel,2022-01-24,24.37
Leather Wallet,2022-01-24,52.43
Fitness Tracker,2022-01-24,150.36
Fitness Tracker,2022-01-24,149.71
Fitness Tracker,2022-01-24,142.95
Fitness Tracker,2022-01-24,153.6
Winter Coat,2022-01-25,125.98
Winter Coat,2022-01-25,119.35
Winter Coat,2022-01-25,114.76
Winter Coat,2022-01-25,124.77
Beach Towel,2022-01-25,25.5
Leather Wallet,2022-01-25,48.12
Leather Wallet,2022-01-25,48.57
Leather Wallet,2022-01-25,52.35
Fitness Tracker,2022-01-25,145.69
Fitness Tracker,2022-01-25,153.36
Winter Coat,2022-01-26,121.45
Winter Coat,2022-01-26,120.26
Beach Towel,2022-01-26,25.07
Beach Towel,2022-01-26,24.24
Beach Towel,2022-01-26,25.71
Beach Towel,2022-01-26,24.05
Leather Wallet,2022-01-26,50.44
Leather Wallet,2022-01-26,50.66
Leather Wallet,2022-01-26,51.2
Leather Wallet,2022-01-26,48.8
Leather Wallet,2022-01-26,51.64
Leather Wallet,2022-01-26,47.5
Leather Wallet,2022-01-26,49.81
Leather Wallet,2022-01-26,50.53
Leather Wallet,2022-01-26,52.38
Leather Wallet,2022-01-26,51.76
Leather Wallet,2022-01-26,51.65
Leather Wallet,2022-01-26,47.79
Leather Wallet,2022-01-26,48.1
Leather Wallet,2022-01-26,51.54
Leather Wallet,2022-01-26,47.73
Leather Wallet,2022-01-26,49.27
Leather Wallet,2022-01-26,50.3
Leather Wallet,2022-01-26,52.48
Leather Wallet,2022-01-26,50.65
Leather Wallet,2022-01-26,48.01
Leather Wallet,2022-01-26,50.27
Leather Wallet,2022-01-26,49.66
Leather Wallet,2022-01-26,47.87
Leather Wallet,2022-01-26,47.76
Leather Wallet,2022-01-26,47.57
Leather Wallet,2022-01-26,48.83
Leather Wallet,2022-01-26,51.31
Leather Wallet,2022-01-26,50.63
Leather Wallet,2022-01-26,49.41
Fitness Tracker,2022-01-26,151.89
Fitness Tracker,2022-01-26,144.89
Winter Coat,2022-01-27,114.67
Winter Coat,2022-01-27,122.43
Winter Coat,2022-01-27,122.58
Winter Coat,2022-01-27,124.59
Winter Coat,2022-01-27,121.44
Winter Coat,2022-01-27,124.6
Winter Coat,2022-01-27,123.08
Winter Coat,2022-01-27,125.02
Winter Coat,2022-01-27,114.68
Winter Coat,2022-01-27,124.29
Beach Towel,2022-01-27,26.05
Beach Towel,2022-01-27,24.23
Beach Towel,2022-01-27,26.24
Beach Towel,2022-01-27,25.7
Beach Towel,2022-01-27,23.76
Beach Towel,2022-01-27,25.83
Beach Towel,2022-01-27,26.01
Beach Towel,2022-01-27,24.05
